Flex1,Flex2,Flex3,Flex4,Flex5,Ax,Ay,Az,Label
4095,3926,3322,2870,2460,-1.11,-9.53,3.41,D
3930,4045,3420,2816,2416,-0.41,-9.38,2.87,D
4095,3969,3151,2960,2552,-0.83,-9.3,3.07,D
4095,3928,3168,2744,2468,-0.62,-9.44,2.95,D
3990,3912,3243,2824,2677,-0.65,-9.04,3.41,D
3922,4009,3305,2817,2634,-0.53,-9.98,3.2,D
1329,3407,3026,2326,2109,0.12,-9.09,3.3,E
1228,2486,2693,2159,1806,0.37,-8.86,3.65,E
1321,2394,2597,2123,1890,0.31,-9.45,3.91,E
1486,2557,2941,2184,1891,0.13,-9.65,4.11,E
1459,2447,2853,2238,1812,0.36,-9.68,3.73,E
1512,2415,2903,2369,1960,-0.53,-8.92,3.93,E
1582,2452,3006,2222,1889,-0.21,-9.78,3.87,E
1581,2420,2911,2392,1838,-0.1,-9.33,3.84,E
1569,2425,3069,2261,1888,0.16,-9.36,3.62,E
1629,2491,3070,2385,2063,-0.23,-9.21,3.83,E
1706,2333,3188,2378,2078,-0.15,-9.49,3.8,E
1786,2406,3041,2375,2036,0.08,-9.2,3.74,E
1724,2418,3188,2359,1950,-0.32,-9.31,3.54,E
1821,2482,3258,2432,2085,-0.3,-9.68,3.73,E
1875,2438,3224,2292,1947,-0.07,-9.7,3.68,E
1878,2365,3434,2554,2012,0.23,-9.07,3.59,E
1860,2392,3019,2265,1963,-0.26,-9.78,3.93,E
1894,2389,3223,2495,2021,0.07,-9.2,3.54,E
1991,2457,3375,2410,2007,-0.24,-9.85,3.82,E
1838,2481,3390,2521,2054,0.13,-9.16,3.62,E
1888,2472,3269,2461,1984,0.05,-9.11,3.48,E
2092,2573,3561,2392,1959,0.08,-9.12,3.75,E
1908,2576,3335,2500,1981,-0.21,-9.34,3.62,E
2016,2599,3628,2511,2021,-0.07,-9.2,3.7,E
2137,2565,3404,2407,2055,-0.02,-9.93,3.5,E
4095,3100,4095,4095,4087,-1.02,-9.0,5.4,F
4095,3504,4095,4095,3979,-0.25,-9.23,4.85,F
4010,3297,3937,3990,4059,-0.6,-9.23,5.32,F
4095,3188,4095,3917,3980,0.06,-8.73,5.2,F
3930,3115,4095,4095,4095,-0.66,-9.12,5.2,F
4023,3864,4046,4095,3951,-0.55,-8.52,5.29,F
3934,3473,4095,4095,4095,-0.06,-8.81,5.25,F
3927,4095,4095,3944,4095,-0.16,-9.16,4.98,F
4095,4008,4095,4095,4095,-0.17,-9.5,4.89,F
4018,4095,4068,3952,3953,-0.13,-8.76,4.86,F
4076,3297,3936,4036,3901,1.54,-8.09,5.76,F
4095,3752,4095,3967,4095,1.58,-8.7,5.89,F
4005,3480,3976,4095,4027,1.64,-8.65,5.75,F
4095,3711,4044,4007,4095,1.35,-8.81,6.1,F
4095,3758,4010,4024,4014,1.75,-8.59,6.05,F
3926,3767,4095,3998,4095,1.54,-8.5,6.36,F
4095,4095,2262,2104,2109,-1.07,-8.67,6.65,G
4095,4095,2067,1907,1873,-1.89,-7.28,7.45,G
3975,4006,2145,2025,1914,-1.95,-7.65,7.38,G
4095,3915,2093,2045,1844,-1.32,-7.37,7.23,G
4095,3993,2199,2006,2003,-1.32,-7.81,7.84,G
4095,4095,1923,2010,1801,-1.12,-7.45,7.47,G
4095,4095,2212,2106,1977,-1.17,-7.49,7.15,G
4085,4095,2227,2133,2107,-1.12,-8.07,6.66,G
4034,3949,2381,2187,2259,-0.73,-8.35,6.57,G
4095,4063,2311,2369,2172,-0.69,-7.85,6.31,G
4095,3917,2478,2329,2197,-0.41,-8.24,6.76,G
4095,4095,2328,2325,2180,-0.87,-8.53,6.95,G
3951,4036,2144,2071,1951,-0.79,-8.45,6.36,G
4095,4035,2470,2313,2133,-0.85,-7.75,6.8,G
3926,4095,2591,2477,2222,-0.83,-8.55,6.67,G
3993,4095,2470,2325,2212,-0.89,-8.45,6.84,G
4095,3938,2470,2362,2244,-0.88,-7.93,6.71,G
4095,4095,2719,2510,2243,-0.82,-7.99,6.76,G
4095,4095,2661,2459,2422,-0.61,-8.61,6.18,G
3971,3986,2519,2534,2450,-0.53,-8.09,6.62,G
4095,4095,2714,2662,2464,-0.87,-8.42,6.55,G
3982,4047,2620,2719,2354,-0.86,-8.18,6.97,G
4086,3893,2685,2781,2443,-0.83,-7.94,6.87,G
4095,4095,2561,2684,2443,-0.82,-8.0,6.66,G
3892,4095,2372,2298,2218,-0.71,-8.38,6.34,G
4028,3957,2650,2607,2488,-0.77,-8.5,6.41,G
4004,3960,2361,2585,2186,-0.8,-8.32,6.88,G
3981,3954,2468,2575,2148,-0.61,-8.51,6.6,G
4095,4072,2684,2656,2408,-0.89,-8.12,6.23,G
3951,4095,2712,2757,2370,-0.51,-8.23,6.42,G
4095,4095,2613,2670,2482,-0.81,-7.7,6.18,G
4095,4095,3933,3215,2458,2.53,-4.3,9.39,H
4095,4095,4095,2868,2527,5.5,-2.83,9.34,H
3922,4095,4095,2528,2279,5.41,-2.85,8.96,H
4095,4095,4095,2984,2698,5.73,-2.66,9.5,H
4026,4095,3911,2787,2504,5.45,-3.03,8.94,H
4052,3914,4095,3085,2907,4.9,-2.87,9.75,H
3891,4095,4053,2824,2553,5.04,-3.05,9.01,H
4095,4095,4095,3279,2962,5.21,-2.96,9.2,H
4045,4095,4095,3183,3049,5.34,-3.07,9.24,H
4095,4095,4095,3003,2987,5.0,-2.97,9.61,H
4095,4095,3992,3101,3202,5.45,-3.01,8.91,H
4095,4038,4095,3170,2969,5.2,-2.82,8.88,H
4034,4095,4020,3427,3018,5.15,-3.0,9.61,H
4095,4095,4093,3185,3140,5.24,-3.08,9.15,H
4047,4095,4095,3434,3053,5.09,-3.0,9.24,H
4039,4095,4087,3313,3124,4.9,-3.14,9.06,H
4095,4095,4095,3401,3287,5.0,-2.97,8.86,H
3973,4057,4040,3458,3129,4.97,-2.84,9.46,H
4095,4091,4095,3492,3321,5.32,-3.08,9.69,H
4095,4065,4095,3240,3128,5.34,-3.3,8.98,H
3974,4095,4095,3021,2782,5.17,-3.6,9.33,H
4095,4095,4095,3429,3149,4.92,-4.58,9.2,H
3999,4095,4060,3494,3156,5.44,-4.78,8.58,H
4095,4068,4095,3631,3133,5.22,-4.58,8.15,H
4095,4095,4058,3747,3280,5.01,-5.23,8.6,H
4040,4095,4074,3649,3431,5.55,-4.77,8.18,H
3965,4041,4028,3655,3443,5.54,-4.75,7.99,H
4095,4043,4095,3643,3508,5.83,-4.47,7.76,H
3947,2201,2623,4095,3945,-1.02,-10.28,3.55,I
3898,1970,2648,3942,3948,-1.4,-8.71,3.83,I
4053,1925,2519,4031,3892,-1.94,-9.53,3.74,I
3981,2099,2206,4070,3909,-1.14,-9.8,3.43,I
4095,2141,2624,3651,3978,0.07,-8.71,3.31,I
4027,2112,2868,3513,4095,-0.49,-9.29,3.42,I
3990,2217,2772,3571,4095,-1.08,-9.35,3.7,I
3966,2329,2848,3794,4095,0.35,-9.57,3.11,I
4095,2288,2895,3849,4095,-0.88,-9.29,3.4,I
4095,2279,3009,3744,4095,-0.61,-9.31,3.38,I
4095,2357,3021,3961,4095,-0.81,-9.98,3.37,I
3956,2269,3042,3919,4091,-0.78,-9.17,3.55,I
4095,2238,3194,4040,4095,-0.71,-9.72,3.08,I
4095,2158,2982,3661,4095,-0.83,-9.85,3.57,I
4095,2468,3306,4095,4095,-0.3,-9.43,3.7,I
4094,2404,3240,3997,4044,-0.28,-9.88,3.03,I
4095,2395,3121,3916,4092,-0.28,-9.75,3.43,I
4095,2319,3328,3918,3910,-0.47,-9.06,3.79,I
4084,2489,3385,4042,4095,-0.74,-9.61,3.59,I
4076,2542,3223,4046,4095,-0.52,-9.88,3.02,I
4095,2456,3095,4095,3981,-0.29,-9.54,3.52,I
4095,2344,3338,4095,4095,-0.39,-9.62,3.43,I
3891,2359,3145,4049,3984,-0.99,-9.53,3.82,I
4095,1958,2749,2575,3910,3.8,-8.88,0.74,J
4095,1914,2899,2893,4095,3.16,-8.86,1.05,J
3978,1931,3079,3087,4049,2.4,-9.47,1.51,J
3897,2004,2921,3360,3987,2.75,-9.55,1.25,J
4095,2113,3096,3321,3941,3.06,-9.17,1.4,J
4095,2023,3130,3231,4095,2.74,-9.87,1.25,J
4054,2083,3017,3460,4049,2.83,-9.7,1.44,J
3897,2061,2815,3207,4063,2.75,-9.5,1.43,J
3976,2168,3176,3568,4095,2.81,-9.66,1.26,J
3917,2089,3014,3601,3901,3.13,-9.54,1.19,J
3921,2256,3076,3480,3926,2.76,-9.01,1.55,J
4095,1953,3074,3215,4035,2.74,-9.75,1.56,J
4065,2242,3173,3619,3919,3.15,-9.42,1.22,J
3921,2302,3048,3527,4095,2.89,-9.41,1.33,J
4095,2312,3160,3522,4027,3.01,-9.06,1.27,J
3958,2122,3204,3526,4095,2.96,-9.63,1.13,J
4095,2130,3272,3740,3902,3.0,-8.88,1.45,J
4095,2155,3187,3632,4081,2.89,-9.44,1.43,J
4095,2290,3281,3735,4095,3.13,-9.67,1.25,J
4095,2165,3459,3668,4095,2.87,-9.67,1.22,J
4095,2346,3141,3710,4028,3.1,-9.77,1.39,J
4095,2056,3076,3574,4079,2.98,-9.52,1.29,J
4095,2244,3145,3632,4095,3.06,-9.44,1.67,J
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
4095,4095,2641,2885,2560,3.56,-8.25,3.22,L
4095,3930,2552,2825,2356,5.21,-8.38,3.45,L
4095,4095,2636,2860,2307,4.26,-9.08,2.94,L
4095,3901,2688,2623,2447,3.15,-9.01,3.63,L
4095,4095,2654,2543,2673,3.07,-9.09,3.47,L
4095,3985,2655,2740,2716,3.49,-9.36,3.4,L
3911,3898,2718,2632,2540,3.38,-8.91,3.15,L
4095,4095,2475,2546,2376,3.3,-8.76,3.14,L
4071,4095,2843,2788,2762,3.11,-9.19,3.65,L
4095,4042,2801,2942,2639,3.45,-8.73,3.35,L
4095,4082,3064,2969,2672,2.97,-8.63,2.96,L
4095,4095,3052,3058,2812,2.96,-9.08,2.87,L
3962,4095,3074,3128,2777,3.34,-9.75,3.3,L
4095,4095,3015,3057,2905,3.85,-9.31,3.24,L
4013,4095,3078,3139,2754,3.33,-9.4,3.17,L
4071,4071,3008,2945,2895,3.26,-9.05,3.16,L
4095,4095,2919,3173,2901,3.31,-9.45,3.02,L
4095,4010,3121,3123,2949,3.05,-8.8,3.25,L
4095,4061,2995,3282,2972,3.05,-9.39,3.18,L
3983,4095,3103,3341,3155,3.01,-8.78,3.21,L
3923,4095,3187,3061,3244,3.15,-8.65,2.98,L
4095,4095,2798,2925,2784,3.49,-8.97,2.97,L
4095,4070,2939,2997,3017,3.14,-8.78,2.92,L
3987,4095,3053,3198,3083,3.24,-8.77,3.06,L
3909,3988,2957,3248,3284,3.03,-9.0,3.2,L
4095,3952,3052,3356,3192,3.11,-8.82,2.66,L
3955,3933,3215,3232,3255,2.9,-9.37,2.93,L
4037,3919,3156,3294,3296,3.11,-9.21,2.76,L
4095,4033,2766,3080,2814,3.14,-8.95,2.85,L
4095,4079,2958,2972,3036,3.01,-9.03,3.25,L
3938,4095,4059,4095,2565,0.68,9.06,6.09,M
4095,4078,4095,3963,1909,0.16,8.82,5.82,M
4095,3998,4095,4095,2275,0.52,8.79,5.1,M
4095,4095,4070,4095,2344,0.44,8.68,5.4,M
4095,3918,4095,3940,2595,0.89,8.95,5.45,M
4095,4095,4095,4095,2613,0.74,9.05,5.21,M
3903,4092,3989,4055,2761,0.83,9.31,5.72,M
4095,4095,4060,4095,2902,0.91,8.52,5.48,M
3900,4004,3959,4095,2843,1.07,9.26,5.37,M
4092,4045,4076,3942,3047,0.45,8.97,5.48,M
4004,3963,4095,4071,2519,0.43,8.81,5.89,M
3931,4028,4095,3950,3046,0.64,9.47,5.29,M
4006,4095,3955,4095,3123,0.6,9.17,5.34,M
4095,3935,3966,3934,2935,0.49,9.37,5.09,M
3961,4072,4050,4006,3306,0.88,9.11,5.67,M
4095,4095,4095,4053,3132,0.62,8.68,5.47,M
4064,4015,4095,4095,3150,0.98,8.76,6.05,M
4095,3971,4095,4082,3325,0.43,8.81,5.9,M
4054,4095,4095,4095,3352,0.4,8.51,5.93,M
3962,3967,4095,4095,3188,0.44,8.33,5.67,M
4095,4095,4095,3981,3030,0.49,9.09,5.88,M
3960,4095,4095,4012,3284,0.4,9.16,5.41,M
4095,3939,3910,4087,3212,0.48,8.5,5.54,M
4007,4039,4064,3985,3541,0.31,9.06,5.6,M
3931,4016,4095,3912,3810,0.81,8.5,6.42,M
3924,4031,4095,4095,2767,1.98,6.3,9.11,N
4095,4095,4095,3305,2715,1.08,9.79,5.01,N
4095,4095,4095,3284,2447,1.39,9.15,3.47,N
3947,4095,4095,3051,2382,0.59,9.44,3.74,N
4095,4040,4022,3207,2420,1.16,9.14,3.76,N
4095,4095,4095,3095,2521,0.93,9.55,4.52,N
4095,4078,4095,3079,2683,0.55,9.08,4.72,N
4095,3912,4004,3308,2683,0.57,9.08,4.6,N
4095,3895,4095,2723,2526,0.72,9.46,4.07,N
4095,4035,3991,3331,2691,0.83,9.57,4.03,N
4095,4095,4095,3409,2735,0.73,9.1,4.39,N
3969,4095,4095,3405,2860,1.0,9.52,4.05,N
3996,4095,4095,3192,2849,0.83,9.84,4.09,N
4095,3899,4095,3419,2990,0.66,9.48,4.25,N
3972,4095,4095,3243,3027,0.69,9.24,4.3,N
4095,3939,4095,3460,3135,0.61,9.17,4.18,N
4095,4053,4095,3372,3236,0.82,9.14,4.41,N
3980,4095,4095,3244,3088,0.55,9.14,4.23,N
4095,3976,4025,3310,3219,0.73,9.24,4.25,N
4008,4095,4095,3255,3193,0.97,9.21,4.18,N
4095,3942,4034,3245,3181,0.99,9.79,4.2,N
4046,3948,4095,3097,2849,0.98,9.7,4.5,N
4095,3998,4035,3483,3410,0.7,9.72,4.47,N
4013,4095,4001,3370,3042,1.25,9.03,4.53,N
4089,3871,2899,3963,4095,1.55,-7.95,6.48,O
4095,2895,2705,3295,3479,1.09,-8.34,6.67,O
4095,2878,2688,3115,3514,1.33,-8.58,6.58,O
4095,2831,2932,3433,4095,1.24,-8.21,6.34,O
4095,2803,2847,3410,3951,1.25,-8.77,6.21,O
4095,2722,2953,3483,4038,1.24,-8.44,6.48,O
4095,2962,3153,3293,3911,1.31,-8.14,6.26,O
4095,2875,3173,3462,4075,1.21,-8.67,6.32,O
4095,2986,3228,3491,3981,1.26,-8.26,6.45,O
4095,2798,3374,3562,4095,1.31,-8.47,5.9,O
3913,3029,3384,3531,3933,1.43,-8.44,5.98,O
4046,3098,3292,3587,3948,1.26,-8.46,6.48,O
4095,3046,3365,3473,4095,1.21,-8.49,6.22,O
4095,2855,3469,3464,4095,1.19,-8.61,5.97,O
4095,2814,3351,3255,4095,1.29,-8.55,5.76,O
4095,3136,3309,3753,4095,1.38,-8.84,5.9,O
4015,3126,3384,3505,4095,1.44,-8.18,6.2,O
3917,2987,3367,3746,3897,1.15,-8.9,5.8,O
4095,2970,3511,3772,3929,1.35,-8.43,5.95,O
4040,3175,3741,3884,4095,1.29,-8.36,5.94,O
3947,2917,3462,3715,4095,1.2,-8.62,6.21,O
4049,2906,3728,3932,4046,1.3,-8.74,6.25,O
4095,2804,3485,3560,4095,1.24,-8.9,5.79,O
3988,3248,3853,4051,4095,1.31,-8.33,5.68,O
4095,3172,3552,3890,4055,1.36,-8.32,6.0,O
4043,3767,4095,3982,4073,1.6,-8.76,5.68,O
3971,3989,4095,3826,3361,0.48,7.92,6.77,P
4095,3955,4048,4095,2975,0.58,8.46,6.92,P
4013,4095,3942,3473,2611,0.74,8.55,6.53,P
3976,4095,3722,3355,2594,0.61,8.21,7.17,P
4095,4095,4088,3671,2636,0.18,8.23,7.52,P
3925,4095,4092,3488,2662,0.41,8.18,7.08,P
4095,4095,3998,3572,2857,0.34,7.96,7.48,P
3963,3962,3978,3811,2814,0.44,8.05,7.15,P
3962,4095,3911,3859,3086,0.06,7.66,7.03,P
4063,3968,4039,3859,2913,0.32,8.15,7.44,P
3920,3907,4078,4095,2863,0.75,7.91,7.62,P
4095,4095,4084,4093,3067,0.74,7.7,7.21,P
4041,3918,4042,4016,2867,0.65,8.33,7.02,P
3901,4095,3981,4095,3048,0.69,8.23,7.34,P
4095,3999,3942,4010,2798,0.47,7.72,7.01,P
4095,4095,4095,4095,2985,0.88,8.1,7.17,P
4095,3947,4030,3854,2794,0.69,7.71,7.08,P
4095,4095,4044,4095,2923,0.64,8.0,7.3,P
3930,4095,4095,3934,2655,0.69,8.32,7.27,P
4059,4087,4070,4095,3199,0.4,8.16,7.1,P
3972,4095,4017,3968,2973,0.93,7.65,7.07,P
4095,3953,3912,4095,2953,0.89,7.91,7.08,P
3953,3919,4081,4095,3068,0.82,7.79,7.03,P
4095,3926,4051,3935,3031,0.83,7.55,7.07,P
4061,4095,3930,3956,2981,0.92,7.88,7.6,P
4060,3961,3937,3944,3099,0.57,7.99,7.62,P
4095,4095,4053,4046,3049,0.58,7.11,8.78,P
4019,4095,2143,2395,2642,2.11,6.23,8.48,Q
4095,4060,1740,1871,1641,1.32,6.27,8.7,Q
4095,4095,2016,2083,1858,1.36,6.47,9.37,Q
4095,4052,2089,2242,2063,1.51,6.68,8.7,Q
4072,3928,2162,2364,2130,1.72,6.54,8.71,Q
4071,3906,2152,2344,2165,1.64,6.44,9.39,Q
3991,4095,2057,2193,1986,1.12,6.2,9.0,Q
4020,4095,2374,2650,2163,1.4,6.1,9.01,Q
3993,4095,2414,2565,2390,1.2,5.94,8.92,Q
4089,4095,2425,2739,2414,1.18,6.33,9.57,Q
3988,3939,2437,2606,2402,1.12,6.1,9.54,Q
4063,4088,2385,2801,2502,1.52,6.23,8.76,Q
4095,4072,2275,2829,2460,1.57,6.44,9.29,Q
4095,4028,2489,2621,2474,1.5,6.43,9.1,Q
4095,4009,2375,2634,2575,1.34,6.25,9.32,Q
4095,4057,2506,2757,2702,1.48,5.9,8.7,Q
4095,4092,2325,2604,2451,1.85,6.35,8.8,Q
4005,3908,2462,2747,2717,1.21,6.28,8.91,Q
4095,4095,2294,2697,2571,1.71,6.27,8.89,Q
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
4095,2040,2599,2332,1738,-8.59,-1.65,6.24,S
3961,1921,2307,1940,1238,-8.42,-1.67,6.6,S
4095,2064,2433,2068,1402,-8.31,-0.78,6.08,S
4095,2097,2328,2066,1358,-8.35,-1.21,6.24,S
3914,2080,2520,2205,1462,-8.74,-1.01,6.36,S
4044,1947,2518,1977,1423,-8.0,-1.06,6.38,S
4068,2095,2657,2217,1444,-8.56,-1.26,6.33,S
3952,2247,2674,2335,1627,-8.24,-1.27,6.12,S
4069,2169,2632,2257,1643,-8.32,-1.34,6.46,S
4042,2150,2798,2418,1768,-7.79,-1.49,6.03,S
4095,2282,2804,2361,1789,-8.35,-1.56,6.04,S
4095,2165,2829,2307,1832,-7.82,-1.53,6.45,S
4091,2209,2819,2331,1901,-8.4,-1.56,6.68,S
4095,2214,3077,2321,2015,-7.83,-2.01,6.75,S
3900,2198,2852,2456,2016,-7.89,-1.73,6.73,S
4095,2205,2906,2298,2079,-8.22,-1.86,6.53,S
4062,2291,3036,2463,2084,-7.98,-1.97,6.78,S
4065,2295,3006,2368,2092,-8.25,-1.85,6.44,S
4095,2278,3077,2481,2054,-7.82,-1.8,6.25,S
4095,2283,2997,2422,2081,-8.29,-1.77,6.62,S
3947,2314,2854,2229,2034,-8.34,-2.06,6.15,S
4095,2372,3228,2423,2120,-7.95,-1.74,6.36,S
4095,2220,2970,2404,1927,-8.19,-1.79,6.26,S
4095,2523,3282,2587,2206,-8.23,-1.87,6.61,S
4078,2516,3252,2649,2060,-8.24,-1.89,6.33,S
4095,2417,3154,2683,2210,-8.29,-1.98,6.53,S
4028,2601,3536,2768,2582,-8.24,-2.56,6.64,S
4095,4095,2850,2865,2254,9.96,2.48,2.36,T
4095,3982,2735,2897,2665,9.89,2.37,2.06,T
4095,4095,2797,2816,2679,9.35,1.95,2.07,T
4050,4095,2952,2715,2715,10.13,1.69,2.16,T
4078,4014,2584,2636,2420,10.19,2.04,2.38,T
4095,3967,2929,2858,2638,9.26,2.02,2.4,T
4095,3956,2804,2804,2580,9.43,1.81,2.09,T
4095,3922,3176,3075,2702,9.56,1.85,2.19,T
4017,4095,3059,2892,2777,9.74,1.8,2.39,T
3898,3898,3054,3062,2695,10.24,1.96,2.48,T
4095,3965,3244,3065,2961,9.18,1.86,2.64,T
3929,3936,2988,2938,2958,9.7,1.75,2.54,T
4095,4095,2992,3118,2770,9.46,1.73,2.43,T
4027,3915,3023,2933,3008,9.65,1.81,2.66,T
4095,4095,3180,2971,3002,9.37,1.63,2.83,T
3935,3996,2901,2912,2586,9.42,1.71,2.92,T
4095,3959,3228,3104,3050,9.6,1.7,2.52,T
3911,3976,3268,3126,3038,9.94,1.64,2.79,T
3916,4095,3278,3082,3133,10.12,1.76,2.85,T
4095,3947,3126,3121,2955,9.97,1.72,2.71,T
4095,4095,2872,2916,2723,9.7,1.49,2.62,T
4095,3913,3128,3224,3006,9.97,1.61,2.83,T
4095,3976,3421,3623,3410,9.39,1.89,3.24,T
4095,3962,4087,2755,2187,4.25,-8.62,2.39,U
4020,4095,4095,2405,2074,3.34,-8.81,2.77,U
4095,4095,4003,2612,2188,3.61,-9.86,2.36,U
3912,4095,4078,2388,2091,3.39,-8.74,2.8,U
4095,3912,4067,2772,2368,4.01,-8.76,2.77,U
4095,4026,4095,2581,2444,3.95,-8.65,2.46,U
3964,4095,4095,2670,2577,3.6,-9.43,2.69,U
4095,3925,4010,2800,2515,3.94,-9.2,2.61,U
4095,3940,4095,2759,2590,3.65,-8.56,2.57,U
4095,4095,3958,2877,2530,4.2,-9.28,2.9,U
4095,4095,4054,2629,2415,3.71,-8.68,2.5,U
4095,4095,3994,2628,2389,3.64,-8.83,2.67,U
4003,3990,4095,3005,2675,3.51,-9.26,2.57,U
4095,4071,4084,3018,2808,3.87,-9.35,2.62,U
4095,3967,4095,2806,2631,3.82,-9.3,2.55,U
4068,4095,4095,2492,2437,4.03,-8.63,2.59,U
4095,3956,4003,2573,2492,3.59,-8.7,2.43,U
4066,4095,3998,2765,2549,3.6,-9.09,2.52,U
4095,4095,4012,2597,2555,3.45,-8.89,2.48,U
3899,4075,4095,3106,2778,3.82,-8.97,2.61,U
4095,3894,3964,2890,2956,3.83,-8.9,2.65,U
4095,3945,4015,3028,3010,4.05,-8.85,2.69,U
4020,4054,4095,3335,3063,5.8,-7.63,2.61,U
4025,4018,4095,1697,1317,0.5,-8.59,6.16,V
3984,3909,4095,1680,1522,0.55,-8.39,6.42,V
4095,4095,4095,1735,1668,0.35,-8.17,6.8,V
4095,4081,4095,1965,1779,0.6,-8.05,6.7,V
3987,4095,4095,2169,1779,0.4,-8.31,6.69,V
4095,4045,4095,2039,1789,0.31,-8.13,6.48,V
4067,4007,3935,1768,2474,1.57,-8.86,5.44,V
3999,4095,3929,1890,2407,1.17,-9.07,4.91,V
4095,4001,4095,2187,2764,1.05,-8.94,5.29,V
4095,4095,4095,2240,2650,0.73,-8.78,5.15,V
4011,4095,4095,2214,2867,1.33,-9.2,4.91,V
4095,4095,3948,2353,2733,1.28,-8.91,4.98,V
4095,4095,3953,2694,2731,1.42,-8.53,5.21,V
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
3895,4095,4095,3917,1648,0.33,-8.16,7.11,W
4095,4095,4013,4008,1747,0.33,-7.9,6.48,W
4035,4012,3940,4095,1829,0.65,-8.39,6.25,W
3989,3923,4095,3917,1955,0.39,-8.03,6.32,W
3953,4095,4062,3992,2145,0.88,-8.03,6.7,W
4095,4008,4095,4095,2203,0.78,-8.56,6.12,W
3919,3952,4095,4095,2025,0.63,-8.14,6.84,W
4095,4095,4095,3996,2599,0.43,-8.3,6.3,W
4044,4092,4095,3994,2521,0.84,-8.44,6.43,W
3916,4058,4051,4081,2554,0.8,-8.25,6.89,W
4095,4072,4095,3951,2708,0.58,-8.23,6.83,W
4095,4095,4095,4072,2701,0.62,-8.11,7.13,W
4047,4095,4030,4044,2881,0.9,-8.2,6.8,W
4059,4095,4095,4032,2486,1.02,-8.17,6.69,W
4095,4040,4095,3914,2816,0.44,-8.39,6.42,W
3990,3994,4095,3990,2591,0.72,-8.39,6.55,W
3916,4049,4095,3933,2791,0.48,-8.17,6.82,W
3963,4005,4095,3900,2969,0.7,-8.54,6.32,W
4030,3945,3917,4011,2930,0.77,-8.81,6.45,W
4095,4095,3975,4095,3108,0.91,-8.07,6.62,W
3991,4095,3940,4095,2786,0.85,-8.49,6.59,W
4095,3987,3947,4095,3147,1.39,-8.25,6.39,W
