Flex1,Flex2,Flex3,Flex4,Flex5,Ax,Ay,Az,Label
4095,4095,2832,2817,2672,9.68,1.75,2.79,T
4095,4095,3143,3047,2983,9.66,1.81,2.65,T
4095,4095,3152,3024,2978,9.86,1.69,2.67,T
4095,4095,3187,3054,3005,9.67,1.72,2.95,T
4095,4095,3193,3123,3051,9.67,1.68,2.83,T
4095,4095,2909,2924,2800,9.69,1.53,2.6,T
4095,4095,3114,3133,2965,9.88,1.68,2.83,T
4095,4095,3567,3470,3347,9.4,1.92,3.08,T
4095,4095,4095,2639,2255,4.19,-8.98,2.3,U
4095,4095,4095,2416,2095,3.47,-9.04,2.64,U
4095,4095,4095,2512,2241,3.51,-9.57,2.48,U
4095,4095,4095,2406,2127,3.32,-8.9,2.71,U
4095,4095,4095,2657,2384,3.88,-9.05,2.81,U
4095,4095,4095,2663,2483,4.1,-8.85,2.49,U
4095,4095,4095,2721,2513,3.74,-8.98,2.81,U
4095,4095,4095,2779,2559,3.83,-8.86,2.5,U
4095,4095,4095,2797,2607,3.71,-9.0,2.55,U
4095,4095,4095,2811,2637,3.99,-8.86,2.82,U
4095,4095,4095,2537,2339,3.62,-9.06,2.64,U
4095,4095,4095,2559,2395,3.6,-8.95,2.6,U
4095,4095,4095,2885,2721,3.64,-9.03,2.46,U
4095,4095,4095,2899,2693,4.03,-8.94,2.61,U
4095,4095,4095,2887,2727,3.78,-8.95,2.6,U
4095,4095,4095,2559,2467,3.94,-8.83,2.63,U
4095,4095,4095,2624,2496,3.67,-8.96,2.55,U
4095,4095,4095,2637,2541,3.73,-9.05,2.55,U
4095,4095,4095,2641,2559,3.62,-8.96,2.56,U
4095,4095,4095,3010,2875,3.93,-8.94,2.66,U
4095,4095,4095,3009,2891,3.86,-8.93,2.73,U
4095,4095,4095,2993,2896,3.87,-8.83,2.83,U
4095,4095,4095,3182,3135,5.96,-8.04,2.58,U
4095,4095,4095,1664,1324,0.51,-8.39,6.2,V
4095,4095,4095,1648,1584,0.53,-8.43,6.7,V
4095,4095,4095,1822,1698,0.36,-8.38,6.9,V
4095,4095,4095,1956,1777,0.63,-8.15,6.48,V
4095,4095,4095,2082,1836,0.39,-8.24,6.67,V
4095,4095,4095,2129,1862,0.29,-8.32,6.65,V
4095,4095,4095,1689,2526,1.55,-9.37,5.25,V
4095,4095,4095,1904,2530,1.2,-8.78,5.16,V
4095,4095,4095,2099,2672,1.04,-9.16,5.11,V
4095,4095,4095,2175,2698,0.69,-8.99,5.38,V
4095,4095,4095,2310,2759,1.31,-9.05,5.09,V
4095,4095,4095,2385,2734,1.3,-9.03,4.89,V
4095,4095,4095,2651,2859,1.38,-8.46,5.35,V
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
4095,4095,4095,4095,1613,0.33,-8.08,6.81,W
4095,4095,4095,4095,1747,0.33,-7.94,6.47,W
4095,4095,4095,4095,1874,0.61,-8.33,6.56,W
4095,4095,4095,4095,1962,0.4,-8.09,6.5,W
4095,4095,4095,4095,2175,0.91,-8.32,6.58,W
4095,4095,4095,4095,2251,0.79,-8.39,6.39,W
4095,4095,4095,4095,2075,0.66,-8.27,6.59,W
4095,4095,4095,4095,2476,0.42,-8.2,6.52,W
4095,4095,4095,4095,2464,0.87,-8.34,6.59,W
4095,4095,4095,4095,2521,0.8,-8.24,6.74,W
4095,4095,4095,4095,2683,0.58,-8.24,6.82,W
4095,4095,4095,4095,2719,0.63,-8.17,6.84,W
4095,4095,4095,4095,2757,0.9,-8.27,6.63,W
4095,4095,4095,4095,2448,1.04,-8.34,6.44,W
4095,4095,4095,4095,2685,0.43,-8.33,6.73,W
4095,4095,4095,4095,2469,0.76,-8.23,6.56,W
4095,4095,4095,4095,2923,0.49,-8.31,6.76,W
4095,4095,4095,4095,2911,0.72,-8.43,6.5,W
4095,4095,4095,4095,3062,0.74,-8.39,6.62,W
4095,4095,4095,4095,3121,0.91,-8.19,6.52,W
4095,4095,4095,4095,2871,0.83,-8.23,6.58,W
4095,4095,4095,4095,3283,1.32,-8.2,6.3,W
3044,4095,4095,2527,2236,2.39,-8.64,6.06,X
1994,4095,3195,1975,1913,2.44,-7.91,7.16,X
1779,4095,2919,1917,1845,2.72,-7.23,7.57,X
1881,4095,3013,1974,1865,2.92,-7.29,7.38,X
2001,4095,3022,2046,1926,2.6,-7.38,7.38,X
1958,4095,2758,1952,1810,2.99,-7.55,7.14,X
2164,4095,2922,2107,1994,2.41,-7.61,7.2,X
2201,4095,2973,2139,2001,2.46,-7.62,7.15,X
2096,4095,2823,2037,1910,2.75,-7.49,7.02,X
2308,4095,3021,2207,2086,3.43,-7.31,7.06,X
2178,4095,2845,2109,1926,2.8,-6.95,7.59,X
2214,4095,2911,2159,2000,1.9,-7.48,7.81,X
2177,4095,2931,2176,2007,3.18,-7.44,6.88,X
2335,4095,2972,2166,1991,3.41,-7.53,6.64,X
2499,4095,3277,2320,2119,3.16,-7.73,6.58,X
2559,4095,3282,2311,2150,2.93,-7.83,6.54,X
2590,4095,3355,2327,2187,2.9,-7.89,6.37,X
2671,4095,3331,2357,2192,3.01,-7.84,6.44,X
2644,4095,3374,2383,2224,2.67,-7.98,6.53,X
4095,4095,4095,4095,3932,2.14,-7.28,7.31,X
4095,4095,3725,3231,3618,1.83,-8.77,5.83,X
2138,4095,2353,1999,1767,2.26,-8.96,5.25,X
2245,4095,2436,1977,1808,1.85,-8.71,5.64,X
2377,4095,2431,2102,1981,2.06,-8.64,5.42,X
2601,4095,2499,2192,2033,2.16,-8.74,5.31,X
2817,4095,2512,2305,2095,2.04,-8.69,5.41,X
2736,4095,2416,2191,1999,2.35,-8.6,5.36,X
3120,4095,2617,2347,2176,2.13,-8.62,5.47,X
3107,4095,2637,2368,2239,2.03,-8.55,5.54,X
3141,4095,2630,2386,2283,1.99,-8.61,5.62,X
4095,4095,3515,3981,3175,1.93,-8.17,5.96,X
4095,1935,1931,3008,4095,2.02,-8.21,0.74,Y
4095,1942,2033,3315,4095,1.53,-9.74,1.07,Y
4095,1952,2087,3387,4095,2.32,-9.68,1.35,Y
4095,1936,2163,3387,4095,2.25,-9.52,2.81,Y
4095,1949,2223,3373,4095,2.17,-9.43,2.74,Y
4095,1999,2274,3261,4095,2.05,-9.55,2.71,Y
4095,2027,2362,3414,4095,2.11,-9.44,2.59,Y
4095,1885,2252,3217,4095,2.26,-9.41,2.64,Y
4095,2087,2481,3612,4095,2.31,-9.36,2.66,Y
4095,2066,2622,3519,4095,2.38,-9.44,2.92,Y
4095,1903,2432,3088,4095,2.32,-9.22,3.04,Y
4095,2084,2749,3493,4095,2.17,-9.53,3.11,Y
4095,2068,2747,3406,4095,2.39,-9.24,3.38,Y
4095,2118,2817,3479,4095,2.41,-9.39,3.21,Y
4095,2154,2814,3518,4095,2.37,-9.47,2.75,Y
4095,2145,2855,3535,4095,2.21,-9.46,2.66,Y
4095,2157,2896,3509,4095,2.19,-9.4,2.69,Y
4095,2162,2885,3550,4095,1.95,-9.43,2.74,Y
4095,2186,2882,3571,4095,2.22,-9.51,2.43,Y
4095,2208,2910,3723,4095,1.99,-9.55,2.78,Y
4095,2209,2918,3665,4095,2.04,-9.49,2.71,Y
4095,2217,2977,3646,4095,2.09,-9.3,2.64,Y
4095,4095,2233,2800,2483,0.83,-8.99,4.38,Z
4095,4095,2253,2665,2096,1.2,-9.58,3.93,Z
4095,4095,2111,2734,2092,0.86,-9.38,3.7,Z
4095,4095,2149,2755,2129,1.66,-9.61,3.35,Z
4095,4095,2310,2810,2188,1.59,-9.32,3.48,Z
4095,4095,2467,2850,2405,1.6,-9.55,3.39,Z
4095,4095,2533,2873,2493,1.47,-9.37,3.63,Z
4095,4095,2623,2895,2525,1.41,-9.45,3.39,Z
4095,4095,2667,2965,2533,1.32,-9.47,3.54,Z
4095,4095,2703,2985,2586,1.1,-9.43,3.88,Z
4095,4095,2682,2992,2624,1.61,-9.42,3.45,Z
4095,4095,2704,3020,2615,1.53,-9.51,3.33,Z
4095,4095,2774,3095,2643,1.9,-9.42,3.01,Z
4095,4095,2765,3119,2669,1.79,-9.51,3.11,Z
4095,4095,2699,3081,2594,1.41,-9.48,3.32,Z
4095,4095,2811,3199,2660,1.36,-9.45,3.42,Z
4095,4095,2815,3197,2667,1.36,-9.53,3.15,Z
4095,4095,2817,3279,2690,1.67,-9.41,3.0,Z
4095,4095,2803,3300,2738,1.54,-9.45,3.1,Z
4095,4095,2821,3162,2643,1.46,-9.41,3.21,Z
4095,4095,2855,3250,2771,1.31,-9.45,3.57,Z
4095,4095,2592,2961,2519,1.67,-9.56,3.31,Z
4095,4095,2889,3235,2773,1.72,-9.5,3.18,Z
4095,4095,2896,3277,2826,1.71,-9.45,3.29,Z
4095,4095,2933,3309,2814,2.04,-9.38,3.18,Z
4095,4095,2944,3284,2841,1.56,-9.51,3.38,Z
4095,4095,2965,3312,2834,1.59,-9.53,3.1,Z
4095,4095,2967,3398,2877,1.68,-9.39,3.3,Z
4095,4095,2713,3013,2627,1.58,-9.48,3.33,Z
4095,4095,2997,3306,2892,1.35,-9.46,3.32,Z
4095,4095,3007,3307,2896,1.63,-9.67,3.13,Z
4095,4095,3271,3425,2970,1.37,-9.22,3.66,Z
3313,4095,4095,2559,3483,-0.97,-9.04,5.78,K
2173,4095,4095,2018,2448,0.7,-8.31,5.23,K
2606,4095,4095,2193,2656,-0.19,-8.73,6.06,K
2854,4095,4095,2349,2703,0.17,-8.74,5.7,K
3066,4095,4095,2401,2800,0.47,-8.5,5.54,K
3231,4095,4095,2419,2803,0.34,-8.67,6.11,K
3421,4095,4095,2458,2822,0.13,-8.66,6.06,U
4095,4095,4095,1648,1747,5.94,-6.33,7.42,U
4095,4095,4095,1925,1994,5.79,-6.22,6.6,U
4095,4095,4095,2090,2165,5.88,-6.23,6.5,U
4095,4095,4095,2159,2357,5.81,-6.25,6.2,U
4095,4095,4095,2268,2384,6.37,-6.26,5.97,U
4095,4095,4095,2226,2518,6.22,-6.06,5.88,U
4095,4095,4095,2279,2496,6.21,-6.2,5.97,U
4095,4095,4095,2306,2592,6.4,-6.35,5.81,U
4095,4095,4095,2385,2624,6.56,-6.23,5.72,U
4095,4095,4095,2473,2674,6.37,-6.37,5.58,U
4095,4095,4095,2510,2692,6.26,-6.47,5.55,U
4095,4095,4095,2553,2679,6.65,-6.31,5.35,U
4095,4095,4095,2559,2677,6.11,-6.47,5.48,U
4095,4095,4095,2603,2678,6.47,-6.59,5.33,U
4095,4095,4095,2602,2707,5.87,-6.65,5.49,U
4095,4095,4095,2546,2726,6.27,-6.47,5.43,U
4095,2395,4095,1875,1391,9.65,1.46,5.59,R
4095,2387,4095,2038,1804,8.84,1.4,4.87,R
4095,2544,4095,2129,1920,8.95,1.29,4.74,R
4095,2622,4095,2178,2039,9.42,1.74,4.51,R
4095,2581,4095,2235,2096,9.0,1.74,4.16,R
4095,2536,4095,2142,2149,9.32,1.64,4.54,R
4095,4095,4095,3049,3344,8.63,1.87,4.66,R
3984,2252,2726,2612,3564,0.81,-9.05,-0.96,A
3944,1979,2392,1869,1418,-0.38,-6.27,-0.36,A
4023,1981,2721,1985,1515,-0.6,-9.46,-1.04,A
4095,1859,2619,2048,1805,0.02,-9.48,-1.39,A
4095,1951,2821,2120,1764,-0.6,-9.92,-1.0,A
4095,1952,2866,2157,1859,-0.3,-9.78,-0.84,A
3907,2013,2940,2188,1945,-0.27,-9.89,-1.05,A
4067,2199,2805,2180,2027,-0.22,-9.67,-0.84,A
4014,2055,2687,2065,1896,-0.51,-9.35,-0.6,A
4095,2123,3045,2285,2057,-0.91,-9.61,-0.73,A
4002,2286,2992,2337,1973,-0.49,-9.19,-0.45,A
4090,2264,2886,2204,2175,0.36,-9.55,-0.86,A
4095,2181,3094,2230,2056,-0.28,-9.67,-1.09,A
4095,2171,3005,2331,2110,-0.28,-9.17,-0.89,A
4035,2320,3102,2214,2156,-0.1,-9.21,-1.12,A
4095,2313,3085,2375,2221,0.25,-9.34,-0.96,A
4095,2293,2933,2408,2164,-0.29,-9.71,-0.92,A
4095,2223,2897,2333,2189,-0.35,-9.53,-1.11,A
4095,2299,2868,2388,2195,-0.06,-10.03,-1.11,A
3961,2002,2899,2159,2034,-0.33,-9.81,-1.04,A
3960,2343,3194,2292,2126,-0.04,-9.81,-1.36,A
4095,2107,2885,2093,1935,-0.09,-9.15,-1.14,A
4030,2336,2993,2399,2316,-0.34,-10.0,-0.93,A
4095,2008,3053,2239,2129,-0.16,-9.94,-0.84,A
4073,2209,3122,2347,2205,-0.67,-9.21,-1.44,A
3921,2267,3355,2305,2237,-0.73,-9.02,-1.27,A
4095,2228,3452,2511,2220,-0.75,-9.7,-0.85,A
4095,2413,3148,2460,2169,-0.89,-9.6,-0.75,A
4030,2917,4032,3056,3327,-1.07,-10.3,-0.44,A
4084,4069,4095,3898,4081,-0.99,-9.42,3.41,B
2204,4095,4088,4095,3963,-2.48,-8.29,4.34,B
3752,3997,4095,4027,3970,1.0,-9.98,2.58,B
2564,4095,3898,4095,4021,1.74,-9.58,2.66,B
2907,4095,4095,3912,4095,1.66,-9.52,2.51,B
3748,4069,3947,3958,3967,0.74,-10.12,2.6,B
2841,4095,3997,4095,4028,1.28,-10.25,2.93,B
2807,4095,4095,4095,4054,1.66,-10.13,2.67,B
2914,3940,4052,4095,4095,1.57,-9.99,3.49,B
4095,4095,4095,4095,4082,1.6,-10.02,3.48,B
3424,4004,3924,3892,4038,1.69,-9.81,3.59,B
2896,4095,4095,3904,4095,1.75,-9.13,3.81,B
2629,4095,3935,4081,3974,1.19,-8.94,3.6,B
2907,4095,3988,3983,4095,2.03,-9.16,3.57,B
3022,3958,4095,4089,4095,1.84,-9.35,3.55,B
3225,4095,4066,4095,4085,1.67,-8.81,3.68,B
3130,3939,3947,4095,4095,1.71,-9.21,3.84,B
3218,3915,4060,3964,4095,1.66,-9.21,3.84,B
3254,4018,3936,3958,4095,1.63,-8.75,3.98,B
3130,3892,3918,3956,3993,1.68,-9.05,3.93,B
3281,3927,4095,4095,4007,1.69,-8.64,4.01,B
3208,4072,4056,4095,3971,1.71,-9.41,3.95,B
3102,4027,4095,4095,4095,1.69,-8.86,3.86,B
3053,3986,3974,3941,4007,1.68,-9.4,3.9,B
3269,4056,3979,4095,4095,1.71,-8.9,3.87,B
3074,4095,4072,3931,4095,1.61,-9.1,3.76,B
3166,4095,3930,4095,3985,1.7,-9.02,3.92,B
3262,3979,4077,4095,4042,1.66,-8.98,3.72,B
4095,3982,4042,3838,2869,0.12,-9.38,4.05,D
4095,4095,4086,3083,2587,-0.92,-9.81,4.41,D
4095,4095,3126,2390,2119,-0.45,-8.85,4.52,D
4050,3986,3231,2502,2297,-0.4,-9.07,4.45,D
4095,3947,3156,2398,2212,-0.41,-9.08,4.24,D
3902,3909,3159,2519,2316,-0.09,-9.48,4.1,D
4095,4095,3222,2701,2407,-0.87,-9.37,3.33,D
4095,4054,3118,2660,2291,-0.3,-8.98,3.36,D
3983,4095,3093,2640,2354,-0.91,-9.73,3.52,D
4095,4095,3126,2784,2361,-0.62,-9.55,3.27,D
4033,4025,3165,2639,2262,-0.67,-9.16,3.15,D
4095,3943,3141,2611,2288,-0.57,-9.14,3.32,D
4038,4095,3209,2826,2322,-0.81,-9.8,3.44,D
4046,4095,3336,2876,2306,-0.36,-9.5,3.47,D
3937,4095,3109,2913,2347,-0.84,-9.47,3.41,D
4075,4066,2881,2442,2317,-0.78,-9.24,3.26,D
4061,3912,3243,2769,2393,-1.15,-9.77,3.39,D
3900,4095,3392,2778,2498,-0.46,-9.63,2.98,D
4095,4095,3379,2996,2433,-0.89,-9.52,3.01,D
4095,4095,3179,2785,2491,-0.64,-9.41,3.01,D
4041,4095,3331,2819,2474,-0.74,-9.3,3.38,D
3951,4095,3253,2860,2674,-0.52,-9.25,3.06,D
1370,3411,2991,2335,2107,0.13,-9.37,3.52,E
1235,2475,2526,2039,1876,0.34,-9.18,3.59,E
1307,2546,2818,2091,1822,0.31,-9.31,3.99,E
1417,2510,2742,2300,1981,0.11,-9.52,3.93,E
1379,2379,2890,2212,1798,0.34,-8.91,3.5,E
1504,2426,2742,2362,1879,-0.52,-9.68,3.93,E
1553,2356,2961,2406,1969,-0.2,-9.38,3.94,E
1578,2572,2785,2254,2016,-0.13,-9.07,3.77,E
1603,2408,3062,2355,1997,0.15,-9.71,3.55,E
1722,2379,3038,2424,1888,-0.19,-9.48,3.78,E
1724,2412,3102,2359,1938,-0.18,-9.59,3.74,E
1688,2355,3144,2410,2011,0.1,-9.43,3.66,E
1800,2425,3301,2358,2034,-0.33,-9.86,3.56,E
1800,2540,3303,2434,1942,-0.36,-9.51,3.58,E
1773,2428,2996,2319,2011,-0.05,-9.16,3.46,E
1788,2556,3366,2360,2022,0.24,-9.35,3.86,E
1829,2339,3097,2458,2036,-0.25,-9.85,3.74,E
1893,2601,3260,2412,1968,0.05,-9.23,3.66,E
1981,2527,3324,2553,2001,-0.26,-9.47,3.64,E
1897,2389,3259,2436,1995,0.1,-9.01,3.6,E
2001,2563,3324,2451,2111,0.07,-9.92,3.61,E
1937,2568,3570,2491,1979,0.06,-9.85,3.85,E
1887,2475,3594,2613,2001,-0.19,-9.9,3.59,E
2062,2465,3385,2511,1978,-0.03,-9.65,3.67,E
2165,2417,3583,2579,2043,-0.01,-9.05,3.58,E
4095,2968,4065,4095,4072,-0.94,-9.15,5.31,F
4007,3521,4095,4012,3961,-0.2,-8.62,5.0,F
4095,3281,3898,3960,3955,-0.6,-9.08,4.97,F
4095,3158,4023,4095,3933,0.08,-8.51,4.79,F
4021,3385,3935,4095,4006,-0.73,-9.02,5.17,F
4049,3640,4095,3937,4095,-0.53,-8.72,5.52,F
3980,3233,4082,4095,4003,-0.08,-8.6,5.21,F
3998,3994,4082,4002,4095,-0.17,-8.94,4.86,F
3891,4095,3927,3996,4095,-0.18,-8.8,5.04,F
3906,3886,3966,4095,4095,-0.12,-8.78,4.89,F
3928,3237,3902,3898,4095,1.54,-8.74,6.08,F
4012,3553,4095,4091,3904,1.56,-8.22,5.68,F
4095,3642,4095,4095,4095,1.73,-8.49,5.78,F
4095,3524,4046,3958,4095,1.37,-8.69,5.95,F
4018,3683,4095,4095,4095,1.66,-8.14,5.62,F
4095,3888,3941,3987,4095,1.55,-8.73,6.05,F
4095,4095,2369,2002,2193,-1.08,-8.66,6.73,G
3976,4095,1964,1900,1798,-1.81,-7.8,6.82,G
4062,4072,2131,1912,1922,-1.84,-7.59,7.4,G
3995,4095,1991,2094,1866,-1.37,-7.6,7.53,G
4095,3960,2041,2083,1962,-1.33,-7.36,7.67,G
4095,3996,2039,1851,1715,-1.16,-8.07,7.32,G
4095,4095,2247,2293,2132,-1.11,-8.09,7.16,G
3912,4095,2291,2161,2072,-1.13,-7.82,7.19,G
3980,3993,2396,2186,2086,-0.72,-8.59,6.78,G
4015,4095,2462,2262,2119,-0.7,-7.88,6.31,G
4035,4095,2387,2302,2220,-0.49,-7.77,6.68,G
4095,3984,2361,2397,2095,-0.9,-8.58,6.97,G
4055,4095,2156,2083,2074,-0.81,-7.96,6.64,G
4095,4095,2403,2452,2115,-0.87,-8.43,6.64,G
4095,4095,2621,2477,2280,-0.85,-8.23,6.58,G
4095,4095,2467,2322,2136,-0.82,-8.25,6.73,G
4095,4095,2673,2537,2241,-0.87,-8.42,6.84,G
4095,4095,2662,2378,2303,-0.82,-8.3,6.62,G
4095,4095,2706,2587,2230,-0.6,-8.22,6.84,G
3987,3952,2740,2597,2416,-0.55,-8.1,6.7,G
4095,4058,2697,2583,2283,-0.91,-7.79,6.36,G
4004,4033,2531,2511,2461,-0.89,-8.28,6.99,G
4034,4031,2606,2666,2519,-0.84,-8.29,6.8,G
3898,3943,2635,2609,2469,-0.81,-8.4,6.56,G
4095,3968,2512,2482,2210,-0.72,-7.87,6.39,G
3938,4095,2573,2563,2325,-0.76,-8.17,6.55,G
4095,3930,2472,2633,2197,-0.75,-8.49,6.78,G
4095,4095,2438,2427,2258,-0.66,-8.02,6.64,G
4026,4095,2815,2802,2472,-0.89,-8.23,6.35,G
4095,4023,2721,2621,2431,-0.6,-7.8,6.32,G
3974,3909,2639,2703,2605,-0.83,-7.52,6.17,G
3898,4095,4095,2961,2346,2.44,-4.04,9.05,H
4042,3929,4095,2820,2531,5.61,-2.96,9.46,H
4009,4095,4095,2549,2263,5.39,-2.94,9.33,H
3893,4095,4095,2923,2597,5.75,-2.87,9.34,H
3975,4018,4022,2591,2634,5.28,-2.87,9.03,H
4095,4095,4003,2991,2981,5.11,-3.08,9.39,H
4095,4095,4095,2696,2692,5.18,-2.82,9.52,H
3994,4095,4059,3159,2998,5.08,-3.04,9.76,H
4095,3904,4095,3251,3020,5.32,-2.98,8.98,H
4095,4095,4093,3308,3218,4.91,-2.95,9.19,H
3949,4095,4083,3303,3097,5.35,-3.04,9.46,H
3990,3971,4095,3207,3179,4.97,-2.85,9.44,H
3905,3930,3937,3159,2998,5.17,-3.05,9.01,H
3981,4095,4074,3361,3258,4.96,-3.16,9.3,H
4095,4095,4095,3177,3251,4.94,-3.06,9.52,H
3948,4083,4095,3441,3252,5.0,-3.24,8.98,H
4095,3937,4095,3376,3139,4.99,-3.04,8.86,H
3930,3992,4095,3471,3037,5.11,-3.03,9.4,H
3986,3912,4095,3313,3184,5.0,-3.27,9.27,H
4095,4079,4095,3307,3223,5.54,-3.04,9.02,H
4095,4095,4095,2990,2872,5.11,-3.64,9.55,H
4095,4095,3952,3461,3142,4.97,-4.66,8.59,H
3905,4045,4090,3728,3455,5.12,-4.52,8.18,H
4095,4092,4095,3480,3145,5.15,-4.52,7.78,H
4095,3993,4095,3528,3145,5.01,-5.07,8.45,H
4095,4095,3973,3503,3477,5.37,-4.85,7.98,H
4075,4049,4095,3548,3248,5.1,-4.65,7.92,H
4043,4095,4080,3699,3369,5.58,-4.68,7.45,H
4095,2275,2735,4095,3917,-1.03,-9.97,3.51,I
4095,1907,2767,3995,3993,-1.35,-9.16,4.03,I
3925,2031,2597,4052,4095,-1.85,-9.43,4.09,I
3972,1963,2281,3948,4095,-1.25,-9.25,3.22,I
3960,2100,2526,3471,3919,0.11,-8.81,3.32,I
4095,2115,2879,3614,3956,-0.54,-9.32,3.47,I
4095,2103,2894,3923,4095,-1.02,-9.15,3.62,I
3987,2284,2743,3898,3967,0.34,-9.06,2.99,I
3931,2346,2895,3770,4095,-0.85,-9.63,3.51,I
4095,2360,3025,3819,4095,-0.61,-9.62,3.3,I
4095,2353,2919,3915,4095,-0.84,-9.07,3.42,I
4095,2416,3054,4095,3962,-0.81,-9.17,3.62,I
4095,2209,3017,4095,4080,-0.73,-9.94,2.98,I
4095,2212,2746,3755,4095,-0.83,-9.27,3.58,I
3929,2468,3239,4095,4095,-0.31,-9.56,3.48,I
4081,2362,3243,4095,3928,-0.32,-9.87,3.14,I
4095,2356,3257,4095,3954,-0.32,-9.24,3.43,I
3959,2280,3086,4022,4059,-0.46,-9.86,3.86,I
4087,2353,3222,4095,3984,-0.78,-9.6,3.75,I
4095,2445,3263,3894,3925,-0.56,-9.56,3.24,I
3920,2484,3061,4004,4095,-0.34,-9.01,3.52,I
4095,2403,3322,4095,4036,-0.45,-9.36,3.37,I
3919,2289,3168,4095,3974,-0.93,-9.33,3.91,I
4066,1908,2632,2641,4095,3.83,-9.51,0.71,J
4095,2051,3035,3064,3899,3.07,-9.29,1.06,J
3970,2116,2926,3015,4058,2.4,-9.79,1.47,J
4070,2014,2953,3354,3981,2.78,-9.53,1.22,J
4008,1992,3129,3330,4095,3.22,-9.16,1.39,J
4095,2012,3095,3527,4063,2.71,-9.98,1.2,J
4032,2021,2877,3407,4095,2.76,-9.11,1.39,J
4095,1944,2877,3183,4035,2.77,-9.25,1.47,J
4095,2179,3165,3359,4050,2.78,-9.08,1.31,J
4095,2262,3250,3514,4095,3.04,-9.03,1.19,J
4095,2110,3036,3496,4075,2.99,-9.36,1.46,J
4095,2012,2889,3448,4095,2.66,-9.32,1.61,J
4095,2271,3267,3540,4095,3.22,-9.17,1.25,J
4095,2127,3077,3669,4095,2.96,-9.18,1.35,J
3947,2297,3158,3484,4095,2.99,-9.47,1.31,J
4095,2212,3101,3701,4095,2.96,-9.28,1.21,J
4095,2219,3056,3714,4095,3.02,-9.52,1.39,J
3997,2169,3275,3767,4036,2.82,-9.06,1.39,J
3925,2150,3156,3631,4095,3.06,-8.86,1.24,J
4095,2259,3219,3629,4061,3.04,-9.78,1.22,J
3903,2346,3243,3781,3937,2.94,-9.8,1.4,J
4038,2001,3065,3488,4095,3.15,-9.53,1.37,J
3962,2203,3244,3797,4060,3.05,-9.7,1.72,J
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
4095,3897,2693,3085,2496,3.49,-8.5,3.29,L
4095,4019,2432,2845,2457,5.38,-8.89,3.55,L
4095,3952,2483,2744,2516,4.47,-8.29,3.02,L
4095,4095,2646,2597,2538,3.39,-8.72,3.58,L
4095,4095,2724,2694,2441,2.97,-8.78,3.75,L
4095,4095,2588,2786,2657,3.48,-9.29,3.62,L
4095,3981,2716,2779,2504,3.27,-8.72,3.19,L
4095,3977,2547,2564,2355,3.4,-9.37,3.08,L
3952,3963,2807,2791,2586,3.23,-8.65,3.67,L
4095,3935,2830,2754,2850,3.62,-8.82,3.42,L
4095,4089,3128,2944,2756,3.26,-8.76,3.21,L
3936,3965,2855,2913,2735,2.99,-9.58,2.93,L
4095,4079,3092,2992,2957,3.49,-9.03,3.28,L
